beeid,season,time,elapse_min,timestamp,thoraxtemp,weight_g,elapse_min_n
bimp15,Fall,19:12:44,0:06:01,6,26.18,0.621,6.016666667
bimp15,Fall,19:13:47,0:07:04,7,28.22,0.621,7.066666667
bimp15,Fall,19:14:46,0:08:03,8,31.05,0.621,8.05
bimp15,Fall,19:15:58,0:09:15,9,34.33,0.621,9.25
bimp15,Fall,19:16:44,0:10:01,10,36.22,0.621,10.01666667
bimp16,Fall,19:19:12,0:00:00,0,14.24,0.64,0
bimp16,Fall,19:20:13,0:01:01,1,17.69,0.64,1.016666667
bimp16,Fall,19:21:11,0:01:59,2,22.13,0.64,1.983333333
bimp16,Fall,19:22:13,0:03:01,3,23.51,0.64,3.016666667
bimp16,Fall,19:23:12,0:04:00,4,24.78,0.64,4
bimp16,Fall,19:24:12,0:05:00,5,25.76,0.64,5
bimp16,Fall,19:25:12,0:06:00,6,27.49,0.64,6
bimp16,Fall,19:26:12,0:07:00,7,29.89,0.64,7
bimp16,Fall,19:28:13,0:09:01,9,36.97,0.64,9.016666667
bimp16,Fall,19:29:12,0:10:00,10,40.06,0.64,10
bimp17,Fall,19:30:34,0:00:00,0,18.43,0.785,0
bimp17,Fall,19:31:34,0:01:00,1,20.84,0.785,1
bimp17,Fall,19:32:35,0:02:01,2,22.61,0.785,2.016666667
bimp17,Fall,19:33:35,0:03:01,3,23.69,0.785,3.016666667
bimp17,Fall,19:34:34,0:04:00,4,25.35,0.785,4
bimp17,Fall,19:35:34,0:05:00,5,26.26,0.785,5
bimp17,Fall,19:36:38,0:06:04,6,27.24,0.785,6.066666667
bimp17,Fall,19:37:35,0:07:01,7,29.49,0.785,7.016666667
bimp17,Fall,19:38:35,0:08:01,8,30.25,0.785,8.016666667
bimp17,Fall,19:39:35,0:09:01,9,35.39,0.785,9.016666667
bimp17,Fall,19:40:35,0:10:01,10,38.74,0.785,10.01666667
bimp18,Fall,20:41:11,0:00:00,0,15,0.801,0
bimp18,Fall,20:42:10,0:00:59,1,20.5,0.801,0.983333333
bimp18,Fall,20:43:11,0:02:00,2,22.58,0.801,2
bimp18,Fall,20:44:10,0:02:59,3,23.42,0.801,2.983333333
bimp18,Fall,20:45:10,0:03:59,4,24.25,0.801,3.983333333
bimp18,Fall,20:46:10,0:04:59,5,25.47,0.801,4.983333333
bimp18,Fall,20:47:11,0:06:00,6,26.49,0.801,6
bimp18,Fall,20:48:10,0:06:59,7,27.5,0.801,6.983333333
bimp18,Fall,20:49:10,0:07:59,8,29.66,0.801,7.983333333
bimp18,Fall,20:50:10,0:08:59,9,31.3,0.801,8.983333333
bimp18,Fall,20:51:10,0:09:59,10,35.2,0.801,9.983333333
bimp19,Fall,18:24:09,0:00:00,0,15.65,0.71,0
bimp19,Fall,18:25:16,0:01:07,1,20.69,0.71,1.116666667
bimp19,Fall,18:26:13,0:02:04,2,22.36,0.71,2.066666667
bimp19,Fall,18:27:11,0:03:02,3,23.41,0.71,3.033333333
bimp19,Fall,18:28:09,0:04:00,4,24.66,0.71,4
bimp19,Fall,18:29:10,0:05:01,5,25.64,0.71,5.016666667
bimp19,Fall,18:30:10,0:06:01,6,26.42,0.71,6.016666667
bimp19,Fall,18:31:10,0:07:01,7,28.98,0.71,7.016666667
bimp19,Fall,18:32:15,0:08:06,8,32.75,0.71,8.1
bimp19,Fall,18:33:31,0:09:22,9,38.35,0.71,9.366666667
bimp19,Fall,18:34:10,0:10:01,10,38.31,0.71,10.01666667
bimp20,Fall,18:36:25,0:00:00,0,14.24,0.68,0
bimp20,Fall,18:37:25,0:01:00,1,18.87,0.68,1
bimp20,Fall,18:38:25,0:02:00,2,21.88,0.68,2
bimp20,Fall,18:39:25,0:03:00,3,22.96,0.68,3
bimp20,Fall,18:40:25,0:04:00,4,24.39,0.68,4
bimp20,Fall,18:41:26,0:05:01,5,24.69,0.68,5.016666667
bimp20,Fall,18:42:27,0:06:02,6,26.33,0.68,6.033333333
bimp20,Fall,18:43:25,0:07:00,7,27.39,0.68,7
bimp20,Fall,18:44:25,0:08:00,8,29.16,0.68,8
bimp20,Fall,18:45:25,0:09:00,9,33.09,0.68,9
bimp20,Fall,18:46:25,0:10:00,10,36.49,0.68,10
